"Location","Species","Pres","Freq","Freq1","SDFrq1","Rank","Rank1"
"TR03","Species 5",1,0.7407,0.7399,0.0929,8,0.541
"TR03","Species 6",1,0.7407,0.7399,0.0929,9,0.608
"TR03","Species 7",1,0.7407,0.7399,0.0929,10,0.676
"TR03","Species 8",1,0.7407,0.7399,0.0929,11,0.743
"TR03","Species 10",1,0.7407,0.7399,0.0929,12,0.811
"TR03","Species 9",1,0.7407,0.7399,0.0929,13,0.879
"TR03","Species 11",1,0.7407,0.7399,0.0929,14,0.946
"TR03","Species 12",1,0.7407,0.7399,0.0929,15,1.014
"TR03","Species 13",1,0.7407,0.7399,0.0929,16,1.081
"TR03","Species 14",1,0.7407,0.7399,0.0929,17,1.149
"TR03","Species 15",1,0.7407,0.7399,0.0929,18,1.216
"TR03","Species 16",1,0.7407,0.7399,0.0929,19,1.284
"TR03","Species 17",1,0.7407,0.7399,0.0929,20,1.352
"TR04","Species 1",1,0.7033,0.7401,0.0755,1,0.068
"TR04","Species 18",1,0.7033,0.7401,0.0755,2,0.135
"TR04","Species 19",1,0.7033,0.7401,0.0755,3,0.203
"TR04","Species 2",1,0.7033,0.7401,0.0755,4,0.27
"TR04","Species 20",1,0.7033,0.7401,0.0755,5,0.338
"TR04","Species 3",1,0.7033,0.7401,0.0755,6,0.405
"TR04","Species 4",1,0.7033,0.7401,0.0755,7,0.473
"TR04","Species 5",1,0.7033,0.7401,0.0755,8,0.54
"TR04","Species 6",1,0.7033,0.7401,0.0755,9,0.608
"TR04","Species 7",1,0.7033,0.7401,0.0755,10,0.675
"TR04","Species 8",1,0.7033,0.7401,0.0755,11,0.743
"TR04","Species 10",1,0.7033,0.7401,0.0755,12,0.811
"TR04","Species 9",1,0.7033,0.7401,0.0755,13,0.878
"TR04","Species 11",1,0.7033,0.7401,0.0755,14,0.946
"TR04","Species 12",1,0.7033,0.7401,0.0755,15,1.013
"TR04","Species 13",1,0.7033,0.7401,0.0755,16,1.081
"TR04","Species 14",1,0.7033,0.7401,0.0755,17,1.148
"TR04","Species 15",1,0.7033,0.7401,0.0755,18,1.216
"TR04","Species 16",1,0.7033,0.7401,0.0755,19,1.283
"TR04","Species 17",1,0.7033,0.7401,0.0755,20,1.351
"TR05","Species 1",1,0.6747,0.7401,0.0778,1,0.068
"TR05","Species 18",1,0.6747,0.7401,0.0778,2,0.135
"TR05","Species 19",1,0.6747,0.7401,0.0778,3,0.203
"TR05","Species 2",1,0.6747,0.7401,0.0778,4,0.27
"TR05","Species 20",1,0.6747,0.7401,0.0778,5,0.338
"TR05","Species 3",1,0.6747,0.7401,0.0778,6,0.405
"TR05","Species 4",1,0.6747,0.7401,0.0778,7,0.473
"TR05","Species 5",1,0.6747,0.7401,0.0778,8,0.54
"TR05","Species 6",1,0.6747,0.7401,0.0778,9,0.608
"TR05","Species 7",1,0.6747,0.7401,0.0778,10,0.675
"TR05","Species 8",1,0.6747,0.7401,0.0778,11,0.743
"TR05","Species 10",1,0.6747,0.7401,0.0778,12,0.811
"TR05","Species 9",1,0.6747,0.7401,0.0778,13,0.878
"TR05","Species 11",1,0.6747,0.7401,0.0778,14,0.946
"TR05","Species 12",1,0.6747,0.7401,0.0778,15,1.013
"TR05","Species 13",1,0.6747,0.7401,0.0778,16,1.081
"TR05","Species 14",1,0.6747,0.7401,0.0778,17,1.148
"TR05","Species 15",1,0.6747,0.7401,0.0778,18,1.216
"TR05","Species 16",1,0.6747,0.7401,0.0778,19,1.283
"TR05","Species 17",1,0.6747,0.7401,0.0778,20,1.351
"TR06","Species 1",1,0.7026,0.7401,0.0712,1,0.068
"TR06","Species 18",1,0.7026,0.7401,0.0712,2,0.135
"TR06","Species 19",1,0.7026,0.7401,0.0712,3,0.203
"TR06","Species 2",1,0.7026,0.7401,0.0712,4,0.27
"TR06","Species 20",1,0.7026,0.7401,0.0712,5,0.338
"TR06","Species 3",1,0.7026,0.7401,0.0712,6,0.405
"TR06","Species 4",1,0.7026,0.7401,0.0712,7,0.473
"TR06","Species 5",1,0.7026,0.7401,0.0712,8,0.54
"TR06","Species 6",1,0.7026,0.7401,0.0712,9,0.608
"TR06","Species 7",1,0.7026,0.7401,0.0712,10,0.675
"TR06","Species 8",1,0.7026,0.7401,0.0712,11,0.743
"TR06","Species 10",1,0.7026,0.7401,0.0712,12,0.811
"TR06","Species 9",1,0.7026,0.7401,0.0712,13,0.878
"TR06","Species 11",1,0.7026,0.7401,0.0712,14,0.946
"TR06","Species 12",1,0.7026,0.7401,0.0712,15,1.013
"TR06","Species 13",1,0.7026,0.7401,0.0712,16,1.081
"TR06","Species 14",1,0.7026,0.7401,0.0712,17,1.148
"TR06","Species 15",1,0.7026,0.7401,0.0712,18,1.216
"TR06","Species 16",1,0.7026,0.7401,0.0712,19,1.283
"TR06","Species 17",1,0.7026,0.7401,0.0712,20,1.351
"TR07","Species 1",1,0.5874,0.7401,0.0736,1,0.068
"TR07","Species 18",1,0.5874,0.7401,0.0736,2,0.135
"TR07","Species 19",1,0.5874,0.7401,0.0736,3,0.203
"TR07","Species 2",1,0.5874,0.7401,0.0736,4,0.27
"TR07","Species 20",1,0.5874,0.7401,0.0736,5,0.338
"TR07","Species 3",1,0.5874,0.7401,0.0736,6,0.405
"TR07","Species 4",1,0.5874,0.7401,0.0736,7,0.473
"TR07","Species 5",1,0.5874,0.7401,0.0736,8,0.54
"TR07","Species 6",1,0.5874,0.7401,0.0736,9,0.608
"TR07","Species 7",1,0.5874,0.7401,0.0736,10,0.675
"TR07","Species 8",1,0.5874,0.7401,0.0736,11,0.743
"TR07","Species 10",1,0.5874,0.7401,0.0736,12,0.811
"TR07","Species 9",1,0.5874,0.7401,0.0736,13,0.878
"TR07","Species 11",1,0.5874,0.7401,0.0736,14,0.946
"TR07","Species 12",1,0.5874,0.7401,0.0736,15,1.013
"TR07","Species 13",1,0.5874,0.7401,0.0736,16,1.081
"TR07","Species 14",1,0.5874,0.7401,0.0736,17,1.148
"TR07","Species 15",1,0.5874,0.7401,0.0736,18,1.216
"TR07","Species 16",1,0.5874,0.7401,0.0736,19,1.283
"TR07","Species 17",1,0.5874,0.7401,0.0736,20,1.351
"TR08","Species 1",1,0.6902,0.7401,0.0728,1,0.068
"TR08","Species 18",1,0.6902,0.7401,0.0728,2,0.135
"TR08","Species 19",1,0.6902,0.7401,0.0728,3,0.203
"TR08","Species 2",1,0.6902,0.7401,0.0728,4,0.27
"TR08","Species 20",1,0.6902,0.7401,0.0728,5,0.338
"TR08","Species 3",1,0.6902,0.7401,0.0728,6,0.405
"TR08","Species 4",1,0.6902,0.7401,0.0728,7,0.473
"TR08","Species 5",1,0.6902,0.7401,0.0728,8,0.54
"TR08","Species 6",1,0.6902,0.7401,0.0728,9,0.608
"TR08","Species 7",1,0.6902,0.7401,0.0728,10,0.675
"TR08","Species 8",1,0.6902,0.7401,0.0728,11,0.743
"TR08","Species 10",1,0.6902,0.7401,0.0728,12,0.811
"TR08","Species 9",1,0.6902,0.7401,0.0728,13,0.878
"TR08","Species 11",1,0.6902,0.7401,0.0728,14,0.946
"TR08","Species 12",1,0.6902,0.7401,0.0728,15,1.013
"TR08","Species 13",1,0.6902,0.7401,0.0728,16,1.081
"TR08","Species 14",1,0.6902,0.7401,0.0728,17,1.148
"TR08","Species 15",1,0.6902,0.7401,0.0728,18,1.216
"TR08","Species 16",1,0.6902,0.7401,0.0728,19,1.283
"TR08","Species 17",1,0.6902,0.7401,0.0728,20,1.351
"TR09","Species 1",1,0.5578,0.7401,0.0746,1,0.068
"TR09","Species 18",1,0.5578,0.7401,0.0746,2,0.135
"TR09","Species 19",1,0.5578,0.7401,0.0746,3,0.203
"TR09","Species 2",1,0.5578,0.7401,0.0746,4,0.27
"TR09","Species 20",1,0.5578,0.7401,0.0746,5,0.338
"TR09","Species 3",1,0.5578,0.7401,0.0746,6,0.405
"TR09","Species 4",1,0.5578,0.7401,0.0746,7,0.473
"TR09","Species 5",1,0.5578,0.7401,0.0746,8,0.54
"TR09","Species 6",1,0.5578,0.7401,0.0746,9,0.608
"TR09","Species 7",1,0.5578,0.7401,0.0746,10,0.675
"TR09","Species 8",1,0.5578,0.7401,0.0746,11,0.743
"TR09","Species 10",1,0.5578,0.7401,0.0746,12,0.811
"TR09","Species 9",1,0.5578,0.7401,0.0746,13,0.878
"TR09","Species 11",1,0.5578,0.7401,0.0746,14,0.946
"TR09","Species 12",1,0.5578,0.7401,0.0746,15,1.013
"TR09","Species 13",1,0.5578,0.7401,0.0746,16,1.081
"TR09","Species 14",1,0.5578,0.7401,0.0746,17,1.148
"TR09","Species 15",1,0.5578,0.7401,0.0746,18,1.216
"TR09","Species 16",1,0.5578,0.7401,0.0746,19,1.283
"TR09","Species 17",1,0.5578,0.7401,0.0746,20,1.351
"TR12","Species 1",1,0.8178,0.7399,0.0745,1,0.068
"TR12","Species 18",1,0.8178,0.7399,0.0745,2,0.135
"TR12","Species 19",1,0.8178,0.7399,0.0745,3,0.203
"TR12","Species 2",1,0.8178,0.7399,0.0745,4,0.27
"TR12","Species 20",1,0.8178,0.7399,0.0745,5,0.338
"TR12","Species 3",1,0.8178,0.7399,0.0745,6,0.405
"TR12","Species 4",1,0.8178,0.7399,0.0745,7,0.473
"TR12","Species 5",1,0.8178,0.7399,0.0745,8,0.541
"TR12","Species 6",1,0.8178,0.7399,0.0745,9,0.608
"TR12","Species 7",1,0.8178,0.7399,0.0745,10,0.676
"TR12","Species 8",1,0.8178,0.7399,0.0745,11,0.743
"TR12","Species 10",1,0.8178,0.7399,0.0745,12,0.811
"TR12","Species 9",1,0.8178,0.7399,0.0745,13,0.879
"TR12","Species 11",1,0.8178,0.7399,0.0745,14,0.946
"TR12","Species 12",1,0.8178,0.7399,0.0745,15,1.014
"TR12","Species 13",1,0.8178,0.7399,0.0745,16,1.081
"TR12","Species 14",1,0.8178,0.7399,0.0745,17,1.149
"TR12","Species 15",1,0.8178,0.7399,0.0745,18,1.216
"TR12","Species 16",1,0.8178,0.7399,0.0745,19,1.284
"TR12","Species 17",1,0.8178,0.7399,0.0745,20,1.352
"TR13","Species 1",1,0.755,0.7399,0.075,1,0.068
"TR13","Species 18",1,0.755,0.7399,0.075,2,0.135
"TR13","Species 19",1,0.755,0.7399,0.075,3,0.203
"TR13","Species 2",1,0.755,0.7399,0.075,4,0.27
"TR13","Species 20",1,0.755,0.7399,0.075,5,0.338
"TR13","Species 3",1,0.755,0.7399,0.075,6,0.405
"TR13","Species 4",1,0.755,0.7399,0.075,7,0.473
"TR13","Species 5",1,0.755,0.7399,0.075,8,0.541
"TR13","Species 6",1,0.755,0.7399,0.075,9,0.608
"TR13","Species 7",1,0.755,0.7399,0.075,10,0.676
"TR13","Species 8",1,0.755,0.7399,0.075,11,0.743
"TR13","Species 10",1,0.755,0.7399,0.075,12,0.811
"TR13","Species 9",1,0.755,0.7399,0.075,13,0.879
"TR13","Species 11",1,0.755,0.7399,0.075,14,0.946
"TR13","Species 12",1,0.755,0.7399,0.075,15,1.014
"TR13","Species 13",1,0.755,0.7399,0.075,16,1.081
"TR13","Species 14",1,0.755,0.7399,0.075,17,1.149
"TR13","Species 15",1,0.755,0.7399,0.075,18,1.216
"TR13","Species 16",1,0.755,0.7399,0.075,19,1.284
"TR13","Species 17",1,0.755,0.7399,0.075,20,1.352
"TR14","Species 1",1,0.7285,0.7401,0.0755,1,0.068
"TR14","Species 18",1,0.7285,0.7401,0.0755,2,0.135
"TR14","Species 19",1,0.7285,0.7401,0.0755,3,0.203
"TR14","Species 2",1,0.7285,0.7401,0.0755,4,0.27
"TR14","Species 20",1,0.7285,0.7401,0.0755,5,0.338
"TR14","Species 3",1,0.7285,0.7401,0.0755,6,0.405
"TR14","Species 4",1,0.7285,0.7401,0.0755,7,0.473
"TR14","Species 5",1,0.7285,0.7401,0.0755,8,0.54
"TR14","Species 6",1,0.7285,0.7401,0.0755,9,0.608
"TR14","Species 7",1,0.7285,0.7401,0.0755,10,0.675
"TR14","Species 8",1,0.7285,0.7401,0.0755,11,0.743
"TR14","Species 10",1,0.7285,0.7401,0.0755,12,0.811
"TR14","Species 9",1,0.7285,0.7401,0.0755,13,0.878
"TR14","Species 11",1,0.7285,0.7401,0.0755,14,0.946
"TR14","Species 12",1,0.7285,0.7401,0.0755,15,1.013
"TR14","Species 13",1,0.7285,0.7401,0.0755,16,1.081
"TR14","Species 14",1,0.7285,0.7401,0.0755,17,1.148
"TR14","Species 15",1,0.7285,0.7401,0.0755,18,1.216
"TR14","Species 16",1,0.7285,0.7401,0.0755,19,1.283
"TR14","Species 17",1,0.7285,0.7401,0.0755,20,1.351
"TR15","Species 1",1,0.6633,0.7401,0.0773,1,0.068
"TR15","Species 18",1,0.6633,0.7401,0.0773,2,0.135
"TR15","Species 19",1,0.6633,0.7401,0.0773,3,0.203
"TR15","Species 2",1,0.6633,0.7401,0.0773,4,0.27
"TR15","Species 20",1,0.6633,0.7401,0.0773,5,0.338
"TR15","Species 3",1,0.6633,0.7401,0.0773,6,0.405
"TR15","Species 4",1,0.6633,0.7401,0.0773,7,0.473
"TR15","Species 5",1,0.6633,0.7401,0.0773,8,0.54
"TR15","Species 6",1,0.6633,0.7401,0.0773,9,0.608
"TR15","Species 7",1,0.6633,0.7401,0.0773,10,0.675
"TR15","Species 8",1,0.6633,0.7401,0.0773,11,0.743
"TR15","Species 10",1,0.6633,0.7401,0.0773,12,0.811
"TR15","Species 9",1,0.6633,0.7401,0.0773,13,0.878
"TR15","Species 11",1,0.6633,0.7401,0.0773,14,0.946
"TR15","Species 12",1,0.6633,0.7401,0.0773,15,1.013
"TR15","Species 13",1,0.6633,0.7401,0.0773,16,1.081
"TR15","Species 14",1,0.6633,0.7401,0.0773,17,1.148
"TR15","Species 15",1,0.6633,0.7401,0.0773,18,1.216
"TR15","Species 16",1,0.6633,0.7401,0.0773,19,1.283
"TR15","Species 17",1,0.6633,0.7401,0.0773,20,1.351
"TR16","Species 1",1,0.6056,0.7401,0.0753,1,0.068
"TR16","Species 18",1,0.6056,0.7401,0.0753,2,0.135
"TR16","Species 19",1,0.6056,0.7401,0.0753,3,0.203
"TR16","Species 2",1,0.6056,0.7401,0.0753,4,0.27
"TR16","Species 20",1,0.6056,0.7401,0.0753,5,0.338
"TR16","Species 3",1,0.6056,0.7401,0.0753,6,0.405
"TR16","Species 4",1,0.6056,0.7401,0.0753,7,0.473
"TR16","Species 5",1,0.6056,0.7401,0.0753,8,0.54
"TR16","Species 6",1,0.6056,0.7401,0.0753,9,0.608
"TR16","Species 7",1,0.6056,0.7401,0.0753,10,0.675
"TR16","Species 8",1,0.6056,0.7401,0.0753,11,0.743
"TR16","Species 10",1,0.6056,0.7401,0.0753,12,0.811
"TR16","Species 9",1,0.6056,0.7401,0.0753,13,0.878
"TR16","Species 11",1,0.6056,0.7401,0.0753,14,0.946
"TR16","Species 12",1,0.6056,0.7401,0.0753,15,1.013
"TR16","Species 13",1,0.6056,0.7401,0.0753,16,1.081
"TR16","Species 14",1,0.6056,0.7401,0.0753,17,1.148
"TR16","Species 15",1,0.6056,0.7401,0.0753,18,1.216
"TR16","Species 16",1,0.6056,0.7401,0.0753,19,1.283
"TR16","Species 17",1,0.6056,0.7401,0.0753,20,1.351
"TR23","Species 1",1,0.6988,0.7401,0.0733,1,0.068
"TR23","Species 18",1,0.6988,0.7401,0.0733,2,0.135
"TR23","Species 19",1,0.6988,0.7401,0.0733,3,0.203
"TR23","Species 2",1,0.6988,0.7401,0.0733,4,0.27
"TR23","Species 20",1,0.6988,0.7401,0.0733,5,0.338
"TR23","Species 3",1,0.6988,0.7401,0.0733,6,0.405
"TR23","Species 4",1,0.6988,0.7401,0.0733,7,0.473
"TR23","Species 5",1,0.6988,0.7401,0.0733,8,0.54
"TR23","Species 6",1,0.6988,0.7401,0.0733,9,0.608
"TR23","Species 7",1,0.6988,0.7401,0.0733,10,0.675
"TR23","Species 8",1,0.6988,0.7401,0.0733,11,0.743
"TR23","Species 10",1,0.6988,0.7401,0.0733,12,0.811
"TR23","Species 9",1,0.6988,0.7401,0.0733,13,0.878
"TR23","Species 11",1,0.6988,0.7401,0.0733,14,0.946
"TR23","Species 12",1,0.6988,0.7401,0.0733,15,1.013
"TR23","Species 13",1,0.6988,0.7401,0.0733,16,1.081
"TR23","Species 14",1,0.6988,0.7401,0.0733,17,1.148
"TR23","Species 15",1,0.6988,0.7401,0.0733,18,1.216
"TR23","Species 16",1,0.6988,0.7401,0.0733,19,1.283
"TR23","Species 17",1,0.6988,0.7401,0.0733,20,1.351
"TR24","Species 1",1,0.6717,0.7401,0.0774,1,0.068
"TR24","Species 18",1,0.6717,0.7401,0.0774,2,0.135
"TR24","Species 19",1,0.6717,0.7401,0.0774,3,0.203
"TR24","Species 2",1,0.6717,0.7401,0.0774,4,0.27
"TR24","Species 20",1,0.6717,0.7401,0.0774,5,0.338
"TR24","Species 3",1,0.6717,0.7401,0.0774,6,0.405
"TR24","Species 4",1,0.6717,0.7401,0.0774,7,0.473
"TR24","Species 5",1,0.6717,0.7401,0.0774,8,0.54
"TR24","Species 6",1,0.6717,0.7401,0.0774,9,0.608
"TR24","Species 7",1,0.6717,0.7401,0.0774,10,0.675
"TR24","Species 8",1,0.6717,0.7401,0.0774,11,0.743
"TR24","Species 10",1,0.6717,0.7401,0.0774,12,0.811
"TR24","Species 9",1,0.6717,0.7401,0.0774,13,0.878
"TR24","Species 11",1,0.6717,0.7401,0.0774,14,0.946
"TR24","Species 12",1,0.6717,0.7401,0.0774,15,1.013
"TR24","Species 13",1,0.6717,0.7401,0.0774,16,1.081
"TR24","Species 14",1,0.6717,0.7401,0.0774,17,1.148
"TR24","Species 15",1,0.6717,0.7401,0.0774,18,1.216
"TR24","Species 16",1,0.6717,0.7401,0.0774,19,1.283
"TR24","Species 17",1,0.6717,0.7401,0.0774,20,1.351
"TR25","Species 1",1,0.5182,0.7401,0.1047,1,0.068
"TR25","Species 18",1,0.5182,0.7401,0.1047,2,0.135
"TR25","Species 19",1,0.5182,0.7401,0.1047,3,0.203
"TR25","Species 2",1,0.5182,0.7401,0.1047,4,0.27
"TR25","Species 20",1,0.5182,0.7401,0.1047,5,0.338
"TR25","Species 3",1,0.5182,0.7401,0.1047,6,0.405
"TR25","Species 4",1,0.5182,0.7401,0.1047,7,0.473
"TR25","Species 5",1,0.5182,0.7401,0.1047,8,0.54
"TR25","Species 6",1,0.5182,0.7401,0.1047,9,0.608
"TR25","Species 7",1,0.5182,0.7401,0.1047,10,0.675
"TR25","Species 8",1,0.5182,0.7401,0.1047,11,0.743
"TR25","Species 10",1,0.5182,0.7401,0.1047,12,0.811
"TR25","Species 9",1,0.5182,0.7401,0.1047,13,0.878
"TR25","Species 11",1,0.5182,0.7401,0.1047,14,0.946
"TR25","Species 12",1,0.5182,0.7401,0.1047,15,1.013
"TR25","Species 13",1,0.5182,0.7401,0.1047,16,1.081
"TR25","Species 14",1,0.5182,0.7401,0.1047,17,1.148
"TR25","Species 15",1,0.5182,0.7401,0.1047,18,1.216
"TR25","Species 16",1,0.5182,0.7401,0.1047,19,1.283
"TR25","Species 17",1,0.5182,0.7401,0.1047,20,1.351
"TR26","Species 1",1,0.4298,0.7401,0.1082,1,0.068
"TR26","Species 18",1,0.4298,0.7401,0.1082,2,0.135
"TR26","Species 19",1,0.4298,0.7401,0.1082,3,0.203
"TR26","Species 2",1,0.4298,0.7401,0.1082,4,0.27
"TR26","Species 20",1,0.4298,0.7401,0.1082,5,0.338
"TR26","Species 3",1,0.4298,0.7401,0.1082,6,0.405
"TR26","Species 4",1,0.4298,0.7401,0.1082,7,0.473
"TR26","Species 5",1,0.4298,0.7401,0.1082,8,0.54
"TR26","Species 6",1,0.4298,0.7401,0.1082,9,0.608
"TR26","Species 7",1,0.4298,0.7401,0.1082,10,0.675
"TR26","Species 8",1,0.4298,0.7401,0.1082,11,0.743
"TR26","Species 10",1,0.4298,0.7401,0.1082,12,0.811
"TR26","Species 9",1,0.4298,0.7401,0.1082,13,0.878
"TR26","Species 11",1,0.4298,0.7401,0.1082,14,0.946
"TR26","Species 12",1,0.4298,0.7401,0.1082,15,1.013
"TR26","Species 13",1,0.4298,0.7401,0.1082,16,1.081
"TR26","Species 14",1,0.4298,0.7401,0.1082,17,1.148
"TR26","Species 15",1,0.4298,0.7401,0.1082,18,1.216
"TR26","Species 16",1,0.4298,0.7401,0.1082,19,1.283
"TR26","Species 17",1,0.4298,0.7401,0.1082,20,1.351
"TR27","Species 1",1,0.7286,0.7401,0.0707,1,0.068
"TR27","Species 18",1,0.7286,0.7401,0.0707,2,0.135
"TR27","Species 19",1,0.7286,0.7401,0.0707,3,0.203
"TR27","Species 2",1,0.7286,0.7401,0.0707,4,0.27
"TR27","Species 20",1,0.7286,0.7401,0.0707,5,0.338
"TR27","Species 3",1,0.7286,0.7401,0.0707,6,0.405
"TR27","Species 4",1,0.7286,0.7401,0.0707,7,0.473
"TR27","Species 5",1,0.7286,0.7401,0.0707,8,0.54
"TR27","Species 6",1,0.7286,0.7401,0.0707,9,0.608
"TR27","Species 7",1,0.7286,0.7401,0.0707,10,0.675
"TR27","Species 8",1,0.7286,0.7401,0.0707,11,0.743
"TR27","Species 10",1,0.7286,0.7401,0.0707,12,0.811
"TR27","Species 9",1,0.7286,0.7401,0.0707,13,0.878
"TR27","Species 11",1,0.7286,0.7401,0.0707,14,0.946
"TR27","Species 12",1,0.7286,0.7401,0.0707,15,1.013
"TR27","Species 13",1,0.7286,0.7401,0.0707,16,1.081
"TR27","Species 14",1,0.7286,0.7401,0.0707,17,1.148
"TR27","Species 15",1,0.7286,0.7401,0.0707,18,1.216
"TR27","Species 16",1,0.7286,0.7401,0.0707,19,1.283
"TR27","Species 17",1,0.7286,0.7401,0.0707,20,1.351
"TR33","Species 1",1,0.7532,0.7399,0.0734,1,0.068
"TR33","Species 18",1,0.7532,0.7399,0.0734,2,0.135
"TR33","Species 19",1,0.7532,0.7399,0.0734,3,0.203
"TR33","Species 2",1,0.7532,0.7399,0.0734,4,0.27
"TR33","Species 20",1,0.7532,0.7399,0.0734,5,0.338
"TR33","Species 3",1,0.7532,0.7399,0.0734,6,0.405
"TR33","Species 4",1,0.7532,0.7399,0.0734,7,0.473
"TR33","Species 5",1,0.7532,0.7399,0.0734,8,0.541
"TR33","Species 6",1,0.7532,0.7399,0.0734,9,0.608
"TR33","Species 7",1,0.7532,0.7399,0.0734,10,0.676
"TR33","Species 8",1,0.7532,0.7399,0.0734,11,0.743
"TR33","Species 10",1,0.7532,0.7399,0.0734,12,0.811
"TR33","Species 9",1,0.7532,0.7399,0.0734,13,0.879
"TR33","Species 11",1,0.7532,0.7399,0.0734,14,0.946
"TR33","Species 12",1,0.7532,0.7399,0.0734,15,1.014
"TR33","Species 13",1,0.7532,0.7399,0.0734,16,1.081
"TR33","Species 14",1,0.7532,0.7399,0.0734,17,1.149
"TR33","Species 15",1,0.7532,0.7399,0.0734,18,1.216
"TR33","Species 16",1,0.7532,0.7399,0.0734,19,1.284
"TR33","Species 17",1,0.7532,0.7399,0.0734,20,1.352
"TR34","Species 1",1,0.5167,0.7401,0.0971,1,0.068
"TR34","Species 18",1,0.5167,0.7401,0.0971,2,0.135
"TR34","Species 19",1,0.5167,0.7401,0.0971,3,0.203
"TR34","Species 2",1,0.5167,0.7401,0.0971,4,0.27
"TR34","Species 20",1,0.5167,0.7401,0.0971,5,0.338
"TR34","Species 3",1,0.5167,0.7401,0.0971,6,0.405
"TR34","Species 4",1,0.5167,0.7401,0.0971,7,0.473
"TR34","Species 5",1,0.5167,0.7401,0.0971,8,0.54
"TR34","Species 6",1,0.5167,0.7401,0.0971,9,0.608
"TR34","Species 7",1,0.5167,0.7401,0.0971,10,0.675
"TR34","Species 8",1,0.5167,0.7401,0.0971,11,0.743
"TR34","Species 10",1,0.5167,0.7401,0.0971,12,0.811
"TR34","Species 9",1,0.5167,0.7401,0.0971,13,0.878
"TR34","Species 11",1,0.5167,0.7401,0.0971,14,0.946
"TR34","Species 12",1,0.5167,0.7401,0.0971,15,1.013
"TR34","Species 13",1,0.5167,0.7401,0.0971,16,1.081
"TR34","Species 14",1,0.5167,0.7401,0.0971,17,1.148
"TR34","Species 15",1,0.5167,0.7401,0.0971,18,1.216
"TR34","Species 16",1,0.5167,0.7401,0.0971,19,1.283
"TR34","Species 17",1,0.5167,0.7401,0.0971,20,1.351
"TR35","Species 1",1,0.5211,0.7401,0.0803,1,0.068
"TR35","Species 18",1,0.5211,0.7401,0.0803,2,0.135
"TR35","Species 19",1,0.5211,0.7401,0.0803,3,0.203
"TR35","Species 2",1,0.5211,0.7401,0.0803,4,0.27
"TR35","Species 20",1,0.5211,0.7401,0.0803,5,0.338
"TR35","Species 3",1,0.5211,0.7401,0.0803,6,0.405
"TR35","Species 4",1,0.5211,0.7401,0.0803,7,0.473
"TR35","Species 5",1,0.5211,0.7401,0.0803,8,0.54
"TR35","Species 6",1,0.5211,0.7401,0.0803,9,0.608
"TR35","Species 7",1,0.5211,0.7401,0.0803,10,0.675
"TR35","Species 8",1,0.5211,0.7401,0.0803,11,0.743
"TR35","Species 10",1,0.5211,0.7401,0.0803,12,0.811
"TR35","Species 9",1,0.5211,0.7401,0.0803,13,0.878
"TR35","Species 11",1,0.5211,0.7401,0.0803,14,0.946
"TR35","Species 12",1,0.5211,0.7401,0.0803,15,1.013
"TR35","Species 13",1,0.5211,0.7401,0.0803,16,1.081
"TR35","Species 14",1,0.5211,0.7401,0.0803,17,1.148
"TR35","Species 15",1,0.5211,0.7401,0.0803,18,1.216
"TR35","Species 16",1,0.5211,0.7401,0.0803,19,1.283
"TR35","Species 17",1,0.5211,0.7401,0.0803,20,1.351
"TR36","Species 1",1,0.5363,0.7401,0.0746,1,0.068
"TR36","Species 18",1,0.5363,0.7401,0.0746,2,0.135
"TR36","Species 19",1,0.5363,0.7401,0.0746,3,0.203
"TR36","Species 2",1,0.5363,0.7401,0.0746,4,0.27
"TR36","Species 20",1,0.5363,0.7401,0.0746,5,0.338
"TR36","Species 3",1,0.5363,0.7401,0.0746,6,0.405
"TR36","Species 4",1,0.5363,0.7401,0.0746,7,0.473
"TR36","Species 5",1,0.5363,0.7401,0.0746,8,0.54
"TR36","Species 6",1,0.5363,0.7401,0.0746,9,0.608
"TR36","Species 7",1,0.5363,0.7401,0.0746,10,0.675
"TR36","Species 8",1,0.5363,0.7401,0.0746,11,0.743
"TR36","Species 10",1,0.5363,0.7401,0.0746,12,0.811
"TR36","Species 9",1,0.5363,0.7401,0.0746,13,0.878
"TR36","Species 11",1,0.5363,0.7401,0.0746,14,0.946
"TR36","Species 12",1,0.5363,0.7401,0.0746,15,1.013
"TR36","Species 13",1,0.5363,0.7401,0.0746,16,1.081
"TR36","Species 14",1,0.5363,0.7401,0.0746,17,1.148
"TR36","Species 15",1,0.5363,0.7401,0.0746,18,1.216
"TR36","Species 16",1,0.5363,0.7401,0.0746,19,1.283
"TR36","Species 17",1,0.5363,0.7401,0.0746,20,1.351
"TR37","Species 1",1,0.7364,0.7401,0.0767,1,0.068
"TR37","Species 18",1,0.7364,0.7401,0.0767,2,0.135
"TR37","Species 19",1,0.7364,0.7401,0.0767,3,0.203
"TR37","Species 2",1,0.7364,0.7401,0.0767,4,0.27
"TR37","Species 20",1,0.7364,0.7401,0.0767,5,0.338
"TR37","Species 3",1,0.7364,0.7401,0.0767,6,0.405
"TR37","Species 4",1,0.7364,0.7401,0.0767,7,0.473
"TR37","Species 5",1,0.7364,0.7401,0.0767,8,0.54
"TR37","Species 6",1,0.7364,0.7401,0.0767,9,0.608
"TR37","Species 7",1,0.7364,0.7401,0.0767,10,0.675
"TR37","Species 8",1,0.7364,0.7401,0.0767,11,0.743
